"responseData__cityentity_id","responseData__id","responseData__name","responseData__max_level","responseData__blueprints__number_of_pieces","responseData__blueprints__building_id","responseData__blueprints__piece_number","responseData__blueprints__amount","responseData__blueprints____class__","responseData__description","responseData__inStock","responseData__item__upgradeItemId","responseData__item__selectionKitId","responseData__item__target","responseData__item__resource_package__cost____class__","responseData__item__resource_package__gain","responseData__item__resource_package____class__","responseData__item__cityEntityId","responseData__item__level","responseData__item__reward__type","responseData__item__reward__subType","responseData__item__reward__amount","responseData__item__reward__id","responseData__item__reward__name","responseData__item__reward__description","responseData__item__reward__iconAssetName","responseData__item__reward__isHighlighted","responseData__item__reward__assembledReward__type","responseData__item__reward__assembledReward__subType","responseData__item__reward__assembledReward__amount","responseData__item__reward__assembledReward__id","responseData__item__reward__assembledReward__name","responseData__item__reward__assembledReward__description","responseData__item__reward__assembledReward__iconAssetName","responseData__item__reward__assembledReward__isHighlighted","responseData__item__reward__assembledReward__flags__-","responseData__item__reward__assembledReward____class__","responseData__item__reward__requiredAmount","responseData__item__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__amount","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__description","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__duration","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__value","responseData__item__reward__possible_rewards__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards__reward__possible_rewards____class__","responseData__item__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards____class__","responseData__item__reward____class__","responseData__item__boostType","responseData__item__value","responseData__item__duration","responseData__item____class__","responseData__itemAssetName","responseData__availableFrom","responseData__exchangeBaseValue__|","responseData__exchangeBaseValue__|__trade_coins","responseData__exchangeBaseValue__|__gemstones","responseData__exchangeBaseValue____class__","responseData__locked","responseData__sortPriority__001","responseData__sortPriority__002","responseData__sortPriority__003","responseData__sortPriority__004","responseData__sortPriority__005","responseData__sortPriority__006","responseData__time","responseData____class__","responseData","requestClass","requestMethod","requestId","__class__"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","405","0.18","","","","","","","","","","","","","","",""
"","15371491","Tor des Sonnengottes","","","","","","","","69","","","","","","","D_MultiAge_Expedition16b","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_Expedition16b","","minValues","405","0.12000000000000001","ItemExchangeValue","","1","0","0","1","0","16","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","405","0.18","","","","","","","","","","","","","","",""
"","26107457","Jack-O'Lantern-Kapelle","","","","","","","","13","","","","","","","D_MultiAge_HalloweenBonus16","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_HalloweenBonus16","","minValues","202.5","0","ItemExchangeValue","","1","0","0","1","0","19","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","202.5","0","","","","","","","","","","","","","","",""
"","19164347","Jack-O'Lantern-Kapelle","","","","","","","","10","","","","","","","D_MultiAge_HalloweenBonus16","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_HalloweenBonus16","","minValues","202.5","0","ItemExchangeValue","","1","0","0","1","0","16","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","202.5","0","","","","","","","","","","","","","","",""
"","22979621","Steinskulptur - St. 2","","","","","","","","1","","","","","","","D_MultiAge_PatrickBonusSet20b","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_PatrickBonusSet20b","","minValues","3240","4.224","ItemExchangeValue","True","1","0","1266037249","1","0","16","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","3240","6.335999999999999","","","","","","","","","","","","","","",""
"","22444377","Palme","","","","","","","","4","","","","","","","D_MultiAge_SummerBonus1","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_SummerBonus1","","minValues","135","0","ItemExchangeValue","","1","0","0","1","0","19","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","135","0","","","","","","","","","","","","","","",""
"","29234839","Sphinx","","","","","","","","1","","","","","","","D_MultiAge_SummerBonus15","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_SummerBonus15","","minValues","270","0","ItemExchangeValue","","1","0","0","1","0","19","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","270","0","","","","","","","","","","","","","","",""
"","24892760","Ankerplatz des Kapitäns","","","","","","","","2","","","","","","","D_MultiAge_SummerBonus21Boat","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_SummerBonus21Boat","","minValues","4320","3.8400000000000003","ItemExchangeValue","True","1","386240146","0","1","0","19","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","4320","5.76","","","","","","","","","","","","","","",""
"","24999159","Haibucht","","","","","","","","2","","","","","","","D_MultiAge_SummerBonus21Sharks","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_SummerBonus21Sharks","","minValues","3780.0000000000005","3.3600000000000003","ItemExchangeValue","True","1","386240146","0","1","0","19","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","3780.0000000000005","5.039999999999999","","","","","","","","","","","","","","",""
"","14853908","Ewiger Baum der Liebe","","","","","","","","1","","","","","","","D_MultiAge_ValentineBonus3","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_MultiAge_ValentineBonus3","","minValues","1350","1.2","ItemExchangeValue","True","1","0","0","1","0","15","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","1.7999999999999998","","","","","","","","","","","","","","",""
"","29755621","Schwimmende Pflanze","","","","","","","","5","","","","","","","D_SpaceAgeJupiterMoon_Decoration1","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_SpaceAgeJupiterMoon_Decoration1","","minValues","135","0","ItemExchangeValue","","1","0","0","0","0","20","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","135","0","","","","","","","","","","","","","","",""
"","25375649","Verkehrsschild","","","","","","","","15","","","","","","","D_SpaceAgeVenus_Decoration1","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","D_SpaceAgeVenus_Decoration1","","minValues","135","0","ItemExchangeValue","","1","0","0","0","0","19","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","135","0","","","","","","","","","","","","","","",""
"","19066352","Siegesturm - St. 1","","","","","","","","44","","","","","","","L_AllAge_CupBonus1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","L_AllAge_CupBonus1","","minValues","202.5","0","ItemExchangeValue","","1","0","0","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","202.5","0","","","","","","","","","","","","","","",""
"","30649238","Der Jungbrunnen","","","","","","","","1","","","","","","","L_AllAge_Expedition16","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","L_AllAge_Expedition16","","minValues","5940","5.28","ItemExchangeValue","","1","0","0","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","5940","7.919999999999999","","","","","","","","","","","","","","",""
"","28072975","Begonienbank","","","","","","","","1","","","","","","","L_AllAge_FallBonus20a","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","L_AllAge_FallBonus20a","","minValues","5400","7.04","ItemExchangeValue","True","1","0","603784814","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","5400","10.559999999999999","","","","","","","","","","","","","","",""
"","22979620","Majestätischer Hirsch - St. 2","","","","","","","","1","","","","","","","L_AllAge_PatrickBonusSet20b","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","L_AllAge_PatrickBonusSet20b","","minValues","8100.000000000001","10.560000000000002","ItemExchangeValue","True","1","0","1266037249","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","8100.000000000001","15.840000000000002","","","","","","","","","","","","","","",""
"","29031769","Heckenlabyrinth","","","","","","","","2","","","","","","","L_AllAge_ShahBonus17","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","L_AllAge_ShahBonus17","","minValues","5400","7.04","ItemExchangeValue","True","1","0","0","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","5400","10.559999999999999","","","","","","","","","","","","","","",""
"","6184447","Agenten-Versteck","","","","","","","","33","","","","","","","M_AllAge_EasterBonus1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","M_AllAge_EasterBonus1","","minValues","4050.0000000000005","3.6","ItemExchangeValue","True","1","0","0","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","4050.0000000000005","5.3999999999999995","","","","","","","","","","","","","","",""
"","26444893","Fahnenwachen-Camp","","","","","","","","3","","","","","","","M_AllAge_EasterBonus16","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","M_AllAge_EasterBonus16","","minValues","1620","0.48000000000000004","ItemExchangeValue","True","1","0","0","0","1","0","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1620","0.72","","","","","","","","","","","","","","",""
"","21561142","Trommler-Schule","","","","","","","","2","","","","","","","M_AllAge_EasterBonus4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BuildingItemPayload","M_AllAge_EasterBonus4","","minValues","1620","0.48000000000000004","ItemExchangeValue","True","1","0","0","0","1","0","","InventoryItem","","","","",""
